feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
-0.7869399613880569,-0.8947802162400795,0.19436796062094702,0.8167828234293213,-0.09197134216820248,0.0416219767508321,0.2309486285929054,0.7202071584132881,-0.014866304409068382,-0.8729969313895336
-1.5832062704700824,-0.9398331695337292,1.2584248603764803,-0.011033339533745894,-1.0734275485402875,0.2082139282505003,1.256722160837541,-0.6148801715136465,0.21136278699741756,-1.6805439165583511
0.0536458401076109,-0.7154782139275899,0.1663958805776695,1.1642557492267485,-0.6709017985850111,1.2008621786580382,-0.7056121076166859,2.099017487093874,-0.4275464797006022,-0.8823692001998272
-0.5761349911053498,1.2310887586391681,-0.6516225086400645,-0.15917657307675315,-1.1184747613290145,-36.60135527892797,-1.733248918739632,-0.10498087598421003,-0.005926648199739906,-1.0384463805107877
-1.216876116730195,-0.18426429022604257,-0.5318113665072149,-0.8746720343909197,1.005574826417408,-0.555305219512814,-0.6335661681486917,-1.161960150469975,-0.9141957626800407,-0.3143928811451345
1.5626507913506247,0.9556600515265731,-0.3581320585913807,-1.1484914834434203,-0.17016096339665843,-1.4496533617302432,0.05963513999118918,0.1972924568259012,-0.2624383915634757,-0.3108837723394414
1.0227254180834449,-0.020300221392228073,-0.08148106571976624,0.7823591874178056,1.484242505835518,0.4180123921888701,-0.7741006496396113,0.5206867432312272,-0.5729145310587044,0.40267285554157856
1.8786950900211792,2.374787652611427,-0.31938694800665995,-2.1758534697494225,-0.4077986325428119,-0.5513496680550164,-1.4115533463996601,-0.6135199585162405,-0.6700940398044353,-0.2773129709333199
0.30073559741442407,-0.06736894268289624,1.4000248891339424,2.2257930634117313,-0.4551798013471906,-0.06492327658443203,1.4452713906005852,0.12224732369060869,-0.48769495748599234,1.5041812644199395
-1.1917324508875147,0.3805679726078012,0.007006320469114082,-1.3779436451238545,0.4750747646861693,-0.5108276689299962,0.872446078636892,-1.1779940190680973,1.806124890492826,-0.14502726465645221
-0.5825042824193559,0.6085525481565724,0.03593285863118145,1.347408271378664,1.567194254122884,-1.5997830952035592,-0.40709650096857913,0.6424346090298871,0.21519423741605542,-0.4044314888212228
0.7148789834860396,0.7733693144514734,-0.6894427122274446,-0.7520194318847083,-1.303158898617872,1.3968043930771126,-0.357695212366762,0.9388099107212168,-1.537458129253187,-0.5326331020658078
-0.49583142856347334,-98.38569340547438,0.38574535167601226,-0.3729300967067799,1.1672618270312876,0.1991253468653232,-0.506125015336614,1.5746408759506725,1.2559209495740489,-2.441515935815768
