feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
-0.26585631338338445,2.6798259531476614,2.946585240575672,1.2005613331241864,0.8697694824990485,-9.745623637672537,5.427186005232258,-8.703985988979468,4.632677523108249,-1.197527826805434
-4.182458906513067,1.5579167909589113,2.3962044682102395,-7.646095242576722,0.15956491573883014,7.900503779091331,-1.8758303096445132,-4.722634910515668,-3.552851729648534,1.1503822830398533
9.611610274405557,5.679932379952771,6.736185442865846,-6.944779674133432,-2.2824737771053583,0.21214129349637112,-2.8736332689079314,-3.8369924057459315,-3.3890562952386016,0.8757910369532791
-1.701648910908009,-5.350680611750647,-1.7511363936229465,2.6294771928563154,1.867988770928818,7.044756485527273,-0.34294489114157756,-2.086544510255452,0.8648080827018774,5.051541811890861
7.513170315960316,-2.290022672502168,1.456468299628746,0.008442523990929374,-5.5118165068615514,-7.570128481137224,1.6477982476970325,-3.6060289167516117,-7.506507026747786,-4.4619980723297115
-7.833146314022548,4.423544147553233,0.5673967618758713,-0.363040608799194,7.985386447256282,0.2629354294243331,-9.313369548370636,7.737659709066666,8.834480337389603,8.268039382024224
9.00308909533144,-4.58272024979665,8.232783277908673,-6.327412352395694,-5.585284842212306,8.159524213540415,-5.7377672443888095,-0.22773385366994248,-8.704211001299045,-5.405314865192694
9.045761860807243,6.3255309359528304,-9.624240168387034,7.64322218129875,4.33682885865853,-6.278054088664953,-8.854106330601471,5.345501229898428,-4.595612601430954,-6.770364786979086
2.3034912113361212,7.636329691097167,5.458080226568052,-6.698991792458364,-5.296893096073319,-1.140786492357508,-1.7462857360608126,1.739423205697486,2.792076434905262,7.123800963173547
0.6969980044261916,-6.3810735795889295,-1.4661402454143069,-2.1809083155737614,-5.590910232557906,9.4280822635751,6.97631442647242,8.643099837988512,-0.5729010087824307,-7.666211421445519
2.2878189345721047,9.206431179919882,-6.953838169126483,5.374200565021683,8.280086901829723,-7.68601825340691,0.4118868399156703,1.4014115109751462,5.960383964523945,-2.5161533013992994
-3.281742649376187,1.2381249279139581,7.679681163036925,-8.167559736643465,9.93219101229208,4.637684806032,-6.902280204384191,-7.50149344219027,-9.189604817281747,-8.529983943375425
8.452086181135641,-5.973042096637795,2.9565453891619757,7.060106757345132,-9.503750738857127,9.231432870217013,3.0109055078043774,6.243415749898908,-1.4065584554831894,-2.1613826944138115
0.22586091004935405,6.601044761842974,9.548031820525345,-2.938042811188721,-0.35419218050110324,-7.963200019866418,-7.349856739336975,1.2015651955660385,3.000348695561012,1.9411727950768327
9.099055685982538,-5.835509983748517,-1.169368976728089,8.768326686012443,-6.004656026559363,-8.189292372274426,-4.649128747760769,8.503796713508326,6.3226349256530625,4.398213280628241
-9.295648698707211,9.914106849991914,-8.329816257444037,-1.2391122886686254,-9.682852093363447,-8.549529168585897,-9.643166145728184,-8.848289157038385,-3.099873412520009,8.44351418373104
-4.008497547394414,0.8673503309744053,2.860809561841302,-5.866075935516886,-9.245984239481317,-7.04358240543649,-0.681203368850035,-1.8711094533182386,-0.5782831610823465,-8.79993593694502
2.7996506569139523,-1.9848467029896106,0.4044316047980665,-7.0714385697459985,-7.857322532575108,7.199603689946816,-9.779080711154498,3.4002730192299992,-7.44008429777648,3.420562163441703
1.5073913995246002,-0.7996841470856033,-8.67805633633687,-0.6874976974032609,5.873395429608927,6.404639532877141,8.339725111529592,2.0337211137225246,-3.945780246931962,8.483345711421975
